title,title_type,genre,runtime,mpaa_rating,studio,thtr_rel_date,thtr_rel_year,thtr_rel_month,thtr_rel_day,dvd_rel_date,dvd_rel_year,dvd_rel_month,dvd_rel_day,imdb_rating,imdb_num_votes,critics_rating,critics_score,audience_rating,audience_score,best_pic_nom,best_pic_win,best_actor_win,best_actress_win,best_dir_win,top200_box,director
Glory,Feature Film,Drama,122,R,TriStar,1989-12-15T05:00:00Z,1989,12,15,1998-01-01T05:00:00Z,1998,1,1,7.9,99582,Certified Fresh,93,Upright,93,no,no,yes,no,no,no,Edward Zwick
Carnosaur,Feature Film,Horror,83,R,Concorde/New Horizons Home Video,1993-05-21T04:00:00Z,1993,5,21,2000-04-18T04:00:00Z,2e3,4,18,3.4,2959,Rotten,11,Spilled,24,no,no,no,no,no,no,Adam Simon
The Ninth Gate,Feature Film,Mystery & Suspense,133,R,Artisan Entertainment,1999-12-24T05:00:00Z,1999,12,24,2000-07-18T04:00:00Z,2e3,7,18,6.7,134031,Rotten,41,Spilled,57,no,no,no,no,no,no,NA
New York Minute,Feature Film,Action & Adventure,91,PG,Warner Bros.,2004-05-07T04:00:00Z,2004,5,7,2004-08-17T04:00:00Z,2004,8,17,4.8,17190,Rotten,11,Spilled,47,no,no,no,no,no,no,Dennie Gordon
Blue Valentine,Feature Film,Drama,112,R,Weinstein Company,2010-12-29T05:00:00Z,2010,12,29,2011-05-10T04:00:00Z,2011,5,10,7.4,135840,Certified Fresh,88,Upright,77,no,no,no,no,no,no,Andrij Parekh
The Jazz Singer,Feature Film,Musical & Performing Arts,115,PG,LionsGate Entertainment,1980-12-19T05:00:00Z,1980,12,19,2000-03-15T05:00:00Z,2e3,3,15,5.7,2897,Rotten,15,Upright,72,no,no,yes,no,no,no,Ralph Thomas
The Other Sister,Feature Film,Drama,129,PG-13,Buena Vista,1999-02-26T05:00:00Z,1999,2,26,2001-04-17T04:00:00Z,2001,4,17,6.4,10126,Rotten,29,Upright,72,no,no,no,yes,no,no,Garry Marshall
The Astronaut Farmer,Feature Film,Drama,104,PG,Warner Independent Pictures,2006-10-15T04:00:00Z,2006,10,15,2007-07-10T04:00:00Z,2007,7,10,6.3,19383,Rotten,57,Spilled,49,no,no,no,no,no,no,Michael Polish
Modigliani,Feature Film,Art House & International,128,R,Innovation Film Group,2004-09-24T04:00:00Z,2004,9,24,2005-09-27T04:00:00Z,2005,9,27,7.4,8030,Rotten,4,Upright,78,no,no,no,no,no,no,Mick Davis
Inbred,Feature Film,Art House & International,90,R,NA,2011-08-29T04:00:00Z,2011,8,29,2013-09-23T04:00:00Z,2013,9,23,5.3,3461,Rotten,13,Spilled,29,no,no,no,no,no,no,Alex Chandon
Pooh's Heffalump Movie,Feature Film,Animation,68,G,Buena Vista,2005-02-11T05:00:00Z,2005,2,11,2005-05-24T04:00:00Z,2005,5,24,6.4,3970,Certified Fresh,79,Upright,70,no,no,no,no,no,no,Frank Nissen
Good Will Hunting,Feature Film,Drama,126,R,Miramax Films,1997-12-05T05:00:00Z,1997,12,5,1998-12-08T05:00:00Z,1998,12,8,8.3,572236,Certified Fresh,97,Upright,94,yes,no,no,no,no,no,Gus Van Sant
Town & Country,Feature Film,Drama,104,R,New Line Cinema,2000-09-01T04:00:00Z,2e3,9,1,2001-10-16T04:00:00Z,2001,10,16,4.3,4072,Rotten,13,Spilled,14,no,no,no,yes,no,no,Boris Damast
Happy Feet,Feature Film,Animation,108,PG,Warner Bros. Pictures,2006-11-17T05:00:00Z,2006,11,17,2007-03-27T04:00:00Z,2007,3,27,6.5,126257,Certified Fresh,75,Upright,70,no,no,no,yes,no,no,George Miller
Deck the Halls,Feature Film,Comedy,93,PG,20th Century Fox,2006-11-22T05:00:00Z,2006,11,22,2007-11-06T05:00:00Z,2007,11,6,4.9,15491,Rotten,6,Spilled,30,no,no,no,no,no,no,John Whitesell
Simone,Feature Film,Drama,117,PG-13,New Line Cinema,2002-08-23T04:00:00Z,2002,8,23,2003-01-21T05:00:00Z,2003,1,21,6.1,51070,Rotten,51,Spilled,35,no,no,yes,no,no,no,Andrew Niccol
The Adjuster,Feature Film,Drama,102,R,Alliance Atlantis Communications,1992-05-29T04:00:00Z,1992,5,29,2001-04-10T04:00:00Z,2001,4,10,6.8,2530,Fresh,73,Upright,73,no,no,no,no,no,no,Atom Egoyan
Turistas (Paradise Lost),Feature Film,Drama,93,R,Fox Atomic,2006-12-01T05:00:00Z,2006,12,1,2007-03-27T04:00:00Z,2007,3,27,5.3,30495,Rotten,16,Spilled,28,no,no,no,no,no,no,John Stockwell
New In Town,Feature Film,Comedy,97,PG,Lionsgate Films,2009-01-30T05:00:00Z,2009,1,30,2009-05-26T04:00:00Z,2009,5,26,5.6,16955,Rotten,29,Spilled,37,no,no,no,no,no,no,Jonas Elmer
The Prestige,Feature Film,Drama,130,PG-13,Buena Vista Pictures,2006-10-20T04:00:00Z,2006,10,20,2007-02-20T05:00:00Z,2007,2,20,8.5,797101,Certified Fresh,76,Upright,92,no,no,no,no,no,no,Christopher Nolan
Waist Deep,Feature Film,Drama,97,R,Focus Features,2006-06-23T04:00:00Z,2006,6,23,2006-10-10T04:00:00Z,2006,10,10,5.9,8059,Rotten,27,Upright,76,no,no,no,no,no,no,Stan Lathan
The Science of Sleep,Feature Film,Drama,105,R,Warner Independent Pictures,2006-06-18T04:00:00Z,2006,6,18,2007-02-05T05:00:00Z,2007,2,5,7.3,60483,Fresh,71,Upright,81,no,no,no,no,no,no,Michel Gondry
Gracie,Feature Film,Drama,95,PG-13,Picturehouse,2007-06-01T04:00:00Z,2007,6,1,2007-09-17T04:00:00Z,2007,9,17,6.2,3602,Fresh,60,Spilled,58,no,no,no,no,no,no,Davis Guggenheim
"See No Evil, Hear No Evil",Feature Film,Action & Adventure,103,R,Sony Pictures Home Entertainment,1989-05-12T04:00:00Z,1989,5,12,2001-10-30T05:00:00Z,2001,10,30,6.8,34802,Rotten,18,Upright,72,no,no,yes,no,no,no,Arthur Hiller
The Safety of Objects,Feature Film,Mystery & Suspense,121,R,IFC Films,2001-01-01T05:00:00Z,2001,1,1,2003-10-14T04:00:00Z,2003,10,14,6.6,3730,Rotten,49,Upright,66,no,no,no,no,no,no,Rose Troche
Dumb and Dumberer: When Harry Met Lloyd,Feature Film,Comedy,85,PG-13,New Line Cinema,2003-06-13T04:00:00Z,2003,6,13,2004-06-01T04:00:00Z,2004,6,1,3.4,30085,Rotten,10,Spilled,23,no,no,no,no,no,no,Troy Miller
The Little Rascals,Feature Film,Comedy,82,PG,MCA Universal Home Video,1994-08-05T04:00:00Z,1994,8,5,1999-02-23T05:00:00Z,1999,2,23,6.3,32737,Rotten,25,Upright,70,no,no,no,no,no,no,Penelope Spheeris
Moonstruck,Feature Film,Drama,102,PG,MGM Home Entertainment,1987-12-18T05:00:00Z,1987,12,18,1998-06-30T04:00:00Z,1998,6,30,7.1,34307,Certified Fresh,92,Upright,81,yes,no,yes,yes,no,no,Norman Jewison
World Trade Center,Feature Film,Drama,129,PG-13,Paramount Pictures,2006-08-09T04:00:00Z,2006,8,9,2007-01-29T05:00:00Z,2007,1,29,6,66171,Fresh,68,Upright,60,no,no,yes,no,yes,no,Oliver Stone
The Portrait of a Lady,Feature Film,Drama,144,PG-13,PolyGram Video,1996-12-24T05:00:00Z,1996,12,24,1999-09-14T04:00:00Z,1999,9,14,6.3,8685,Rotten,43,Spilled,52,no,no,no,yes,no,no,Jane Campion
The Postman,Feature Film,Action & Adventure,177,R,Warner Home Video,1997-12-25T05:00:00Z,1997,12,25,1998-06-23T04:00:00Z,1998,6,23,5.9,54597,Rotten,9,Spilled,49,no,no,no,no,yes,no,Kevin Costner
Mixed Nuts,Feature Film,Comedy,97,PG-13,Sony Pictures Home Entertainment,1994-12-21T05:00:00Z,1994,12,21,2001-12-04T05:00:00Z,2001,12,4,5.3,7862,Rotten,7,Spilled,46,no,no,no,no,no,no,Nora Ephron
While You Were Sleeping,Feature Film,Drama,103,PG,Buena Vista Pictures,1995-04-21T04:00:00Z,1995,4,21,1998-02-03T05:00:00Z,1998,2,3,6.6,68871,Certified Fresh,80,Upright,79,no,no,no,yes,no,no,Jon Turteltaub
No Country for Old Men,Feature Film,Drama,122,R,Miramax Films,2007-11-21T05:00:00Z,2007,11,21,2009-04-07T04:00:00Z,2009,4,7,8.1,582091,Certified Fresh,93,Upright,86,yes,yes,no,no,yes,no,Joel Coen
Pootie Tang,Feature Film,Comedy,81,PG-13,Paramount Pictures,2001-06-29T04:00:00Z,2001,6,29,2001-11-27T05:00:00Z,2001,11,27,5.1,11156,Rotten,29,Upright,63,no,no,no,no,no,no,Louis C.K.
Sans Soleil,Documentary,Documentary,100,R,Criterion Collection,1983-02-01T05:00:00Z,1983,2,1,1993-06-16T04:00:00Z,1993,6,16,8.2,6345,Fresh,92,Upright,88,no,no,no,no,no,no,Chris Marker
The Secret Life of Words,Feature Film,Art House & International,115,Unrated,Strand Releasing,2006-12-22T05:00:00Z,2006,12,22,2007-05-08T04:00:00Z,2007,5,8,7.5,9990,Fresh,71,Upright,86,no,no,no,no,no,no,Isabel Coixet
Dare,Feature Film,Drama,92,R,Image Entertainment,2009-11-13T05:00:00Z,2009,11,13,2010-02-09T05:00:00Z,2010,2,9,5.9,3473,Fresh,60,Spilled,34,no,no,no,no,no,no,Adam Salky
Formula 51,Feature Film,Action & Adventure,93,R,Screen Gems,2002-10-18T04:00:00Z,2002,10,18,2003-02-04T05:00:00Z,2003,2,4,6.3,42295,Rotten,25,Spilled,59,no,no,no,no,no,no,Ronny Yu
The Fifth Element,Feature Film,Drama,126,PG-13,Sony Pictures Home Entertainment,1997-05-09T04:00:00Z,1997,5,9,1997-12-09T05:00:00Z,1997,12,9,7.6,329613,Fresh,71,Upright,87,no,no,no,no,no,no,Luc Besson
The Frozen Ground,Feature Film,Mystery & Suspense,105,R,The Film Arcade,2013-08-23T04:00:00Z,2013,8,23,2013-10-01T04:00:00Z,2013,10,1,6.4,42408,Fresh,60,Spilled,50,no,no,yes,no,no,no,Scott Walker
Ice Age: Continental Drift,Feature Film,Action & Adventure,88,PG,20th Century Fox,2012-07-13T04:00:00Z,2012,7,13,2012-12-11T05:00:00Z,2012,12,11,6.7,137222,Rotten,37,Upright,62,no,no,no,no,no,no,Michael Thurmeier
Showtime,Feature Film,Comedy,95,PG-13,Warner Bros. Pictures,2002-03-15T05:00:00Z,2002,3,15,2002-08-13T04:00:00Z,2002,8,13,5.5,51366,Rotten,25,Spilled,25,no,no,yes,no,no,no,Tom Dey
The Greatest Game Ever Played,Feature Film,Drama,120,PG,Buena Vista Pictures,2005-09-30T04:00:00Z,2005,9,30,2006-04-11T04:00:00Z,2006,4,11,7.5,21623,Fresh,63,Upright,82,no,no,no,no,no,no,Bill Paxton
Grizzly Man,Documentary,Documentary,103,R,Lions Gate Releasing,2005-08-12T04:00:00Z,2005,8,12,2005-12-26T05:00:00Z,2005,12,26,7.8,39320,Certified Fresh,93,Upright,85,no,no,no,no,no,no,Werner Herzog
Galaxina,Feature Film,Science Fiction & Fantasy,95,R,Crown International Pictures,1980-06-06T04:00:00Z,1980,6,6,2000-02-29T05:00:00Z,2e3,2,29,3.4,1915,Rotten,17,Spilled,26,no,no,no,no,no,no,William Sachs
"Oh, God! Book II",Feature Film,Comedy,94,PG,WARNER BROTHERS PICTURES,1980-10-03T04:00:00Z,1980,10,3,2005-02-15T05:00:00Z,2005,2,15,5.1,1674,Rotten,50,Spilled,38,no,no,no,no,no,no,Gilbert Cates
Micki + Maude,Feature Film,Comedy,118,PG-13,Sony Pictures Entertainment,1984-12-21T05:00:00Z,1984,12,21,2003-11-04T05:00:00Z,2003,11,4,5.9,2096,Fresh,67,Spilled,45,no,no,no,no,no,no,Blake Edwards
Bootmen,Feature Film,Drama,95,R,Twentieth Century Fox Home Entertainment,2000-10-06T04:00:00Z,2e3,10,6,2004-09-07T04:00:00Z,2004,9,7,6.2,1935,Rotten,35,Upright,70,no,no,no,no,no,no,Dein Perry
My Dinner with Andre,Feature Film,Drama,110,PG,New Yorker Films,1981-10-11T04:00:00Z,1981,10,11,2001-02-13T05:00:00Z,2001,2,13,7.8,10522,Fresh,91,Upright,86,no,no,no,no,no,no,Louis Malle
Mother's Boys,Feature Film,Mystery & Suspense,96,R,Miramax,1993-01-01T05:00:00Z,1993,1,1,2001-05-15T04:00:00Z,2001,5,15,5.4,2380,Rotten,43,Spilled,28,no,no,no,no,no,no,Yves Simoneau
Robin Hood,Feature Film,Action & Adventure,83,G,Buena Vista Pictures,1973-11-08T05:00:00Z,1973,11,8,2000-07-04T04:00:00Z,2e3,7,4,7.6,78862,Rotten,50,Upright,81,no,no,no,no,no,no,Wolfgang Reitherman
Ghost Rider: Spirit of Vengeance,Feature Film,Action & Adventure,96,PG-13,Sony Pictures,2012-02-17T05:00:00Z,2012,2,17,2012-06-12T04:00:00Z,2012,6,12,4.3,83724,Rotten,17,Spilled,32,no,no,yes,no,no,no,Brian Taylor
Naked Lunch,Feature Film,Drama,115,R,Twentieth Century Fox Home Entertainment,1991-12-27T05:00:00Z,1991,12,27,2003-11-11T05:00:00Z,2003,11,11,7.1,34298,Fresh,71,Upright,77,no,no,no,no,no,no,David Cronenberg
Theremin: An Electronic Odyssey,Documentary,Documentary,83,PG,Kaga Bay,1994-01-29T05:00:00Z,1994,1,29,2006-04-18T04:00:00Z,2006,4,18,7.4,830,Fresh,100,Upright,72,no,no,no,no,no,no,Steven M. Martin
The Whole Wide World,Feature Film,Drama,111,PG,Sony Entertainment,1996-12-01T05:00:00Z,1996,12,1,2003-07-29T04:00:00Z,2003,7,29,7.3,2869,Fresh,81,Upright,72,no,no,no,no,no,no,Dan Ireland
Hostel,Feature Film,Horror,94,R,Lions Gate Films,2006-01-06T05:00:00Z,2006,1,6,2006-04-18T04:00:00Z,2006,4,18,5.9,134510,Fresh,61,Spilled,53,no,no,no,no,no,no,Eli Roth
Swordfish,Feature Film,Drama,99,R,Warner Bros. Pictures,2001-06-08T04:00:00Z,2001,6,8,2001-10-30T05:00:00Z,2001,10,30,6.5,152216,Rotten,26,Upright,60,no,no,no,yes,no,no,Dominic Sena
Dark Skies,Feature Film,Mystery & Suspense,97,PG-13,The Weinstein Company,2013-02-22T05:00:00Z,2013,2,22,2013-05-28T04:00:00Z,2013,5,28,6.3,54771,Rotten,40,Spilled,49,no,no,no,no,no,no,Scott Stewart
The Distinguished Gentleman,Feature Film,Comedy,112,R,Hollywood Pictures,1992-12-04T05:00:00Z,1992,12,4,1999-11-16T05:00:00Z,1999,11,16,5.8,11838,Rotten,13,Spilled,36,no,no,no,no,no,no,Jonathan Lynn
The Time Traveler's Wife,Feature Film,Drama,107,PG-13,Warner Bros. Pictures,2009-08-14T04:00:00Z,2009,8,14,2010-02-09T05:00:00Z,2010,2,9,7.1,110540,Rotten,38,Spilled,59,no,no,no,no,no,no,Robert Schwentke
Breathless,Feature Film,Drama,100,R,Orion Pictures Corporation,1983-05-13T04:00:00Z,1983,5,13,2001-05-15T04:00:00Z,2001,5,15,5.7,6343,Fresh,67,Spilled,49,no,no,no,no,no,no,Jim McBride
Love Actually,Feature Film,Comedy,135,R,Universal Pictures,2003-11-07T05:00:00Z,2003,11,7,2004-04-27T04:00:00Z,2004,4,27,7.7,309494,Fresh,63,Upright,73,no,no,yes,yes,no,no,Richard Curtis
"Oh, God!",Feature Film,Science Fiction & Fantasy,98,PG,Warner Home Video,1977-10-07T04:00:00Z,1977,10,7,2002-07-09T04:00:00Z,2002,7,9,6.5,6909,Fresh,72,Spilled,59,no,no,no,no,no,no,Carl Reiner
Bookies,Feature Film,Drama,88,R,MGM Home Entertainment,2004-09-01T04:00:00Z,2004,9,1,2004-08-31T04:00:00Z,2004,8,31,6,1890,Fresh,67,Spilled,49,no,no,no,no,no,no,Mark Illsley
Live and Let Die,Feature Film,Mystery & Suspense,121,PG,MGM Home Entertainment,1973-06-27T04:00:00Z,1973,6,27,1999-10-19T04:00:00Z,1999,10,19,6.8,72176,Fresh,66,Upright,65,no,no,no,no,no,no,Guy Hamilton
What's Cooking?,Feature Film,Drama,109,PG-13,Trimark Pictures,2000-01-20T05:00:00Z,2e3,1,20,2001-04-10T04:00:00Z,2001,4,10,7.1,2271,Rotten,52,Upright,64,no,no,no,no,no,no,Gurinder Chadha
The Funeral,Feature Film,Drama,99,R,Echo Bridge Home Entertainment,1996-11-01T05:00:00Z,1996,11,1,2000-07-11T04:00:00Z,2e3,7,11,6.6,6804,Fresh,79,Upright,68,no,no,no,no,no,no,Abel Ferrara
Safe House,Feature Film,Mystery & Suspense,115,R,Universal Pictures,2012-02-10T05:00:00Z,2012,2,10,2012-06-05T04:00:00Z,2012,6,5,6.8,161101,Rotten,53,Upright,64,no,no,no,no,no,no,Daniel Espinosa
Welcome to Mooseport,Feature Film,Comedy,110,PG-13,20th Century Fox,2004-02-20T05:00:00Z,2004,2,20,2004-05-25T04:00:00Z,2004,5,25,5.2,10535,Rotten,13,Spilled,19,no,no,yes,no,no,no,Donald Petrie
Trainspotting,Feature Film,Drama,94,R,Miramax Films,1996-07-19T04:00:00Z,1996,7,19,1998-03-24T05:00:00Z,1998,3,24,8.2,448434,Certified Fresh,89,Upright,93,no,no,no,no,yes,no,Danny Boyle
I Wanna Hold Your Hand,Feature Film,Drama,104,PG,Universal,1978-01-01T05:00:00Z,1978,1,1,2004-09-28T04:00:00Z,2004,9,28,6.9,2931,Fresh,83,Upright,76,no,no,no,no,yes,no,Robert Zemeckis
UHF,Feature Film,Other,97,PG,Orion Pictures Corporation,1989-01-01T05:00:00Z,1989,1,1,2002-06-04T04:00:00Z,2002,6,4,7,21009,Fresh,63,Upright,77,no,no,no,no,no,no,Jay Levey
Lola Versus,Feature Film,Comedy,87,R,Fox Searchlight Pictures,2012-06-08T04:00:00Z,2012,6,8,2012-09-11T04:00:00Z,2012,9,11,5.4,6811,Rotten,35,Spilled,31,no,no,no,no,no,no,Daryl Wein
Countdown to Zero,Documentary,Documentary,89,PG,Magnolia Pictures,2010-07-23T04:00:00Z,2010,7,23,2010-11-23T05:00:00Z,2010,11,23,6.9,1943,Certified Fresh,81,Upright,72,no,no,no,no,no,no,Lucy Walker
The Imposter,Documentary,Documentary,99,R,Indomina Films,2012-07-13T04:00:00Z,2012,7,13,2013-01-22T05:00:00Z,2013,1,22,7.5,32338,Certified Fresh,95,Upright,78,no,no,no,no,no,no,Bart Layton
The Perfect Score,Feature Film,Drama,93,PG-13,Paramount Pictures,2004-01-30T05:00:00Z,2004,1,30,2004-06-29T04:00:00Z,2004,6,29,5.7,19161,Rotten,17,Spilled,44,no,no,no,no,no,no,Brian Robbins
A Perfect Getaway,Feature Film,Mystery & Suspense,98,R,Universal Pictures,2009-08-07T04:00:00Z,2009,8,7,2009-12-29T05:00:00Z,2009,12,29,6.5,54871,Fresh,61,Spilled,52,no,no,no,no,no,no,David Twohy
Death Line (Raw Meat),Feature Film,Horror,87,R,NA,1972-01-01T05:00:00Z,1972,1,1,2003-08-26T04:00:00Z,2003,8,26,6,2433,Fresh,86,Spilled,44,no,no,no,no,no,no,Gary Sherman
Things to Do in Denver...When You're Dead,Feature Film,Drama,115,R,Miramax,1995-12-01T05:00:00Z,1995,12,1,1999-06-29T04:00:00Z,1999,6,29,6.8,21924,Rotten,33,Upright,73,no,no,no,no,no,no,Gary Fleder
Mad Max 2: The Road Warrior,Feature Film,Action & Adventure,95,R,Warner Bros. Pictures,1981-12-24T05:00:00Z,1981,12,24,1997-09-25T04:00:00Z,1997,9,25,7.6,128298,Certified Fresh,98,Upright,85,no,no,no,no,no,no,George Miller
My Girl 2,Feature Film,Drama,99,PG,Sony Pictures Home Entertainment,1996-06-01T04:00:00Z,1996,6,1,2002-12-03T05:00:00Z,2002,12,3,5.1,14559,Rotten,27,Spilled,46,no,no,no,no,no,no,Howard Zieff
Candy,Feature Film,Drama,116,R,ThinkFilm,2006-11-17T05:00:00Z,2006,11,17,2007-03-27T04:00:00Z,2007,3,27,7.3,34926,Rotten,49,Upright,77,no,no,yes,no,no,no,Neil Armfield
The Secret Garden,Feature Film,Drama,101,G,WARNER BROTHERS PICTURES,1993-03-18T05:00:00Z,1993,3,18,2000-01-01T05:00:00Z,2e3,1,1,7.3,27097,Certified Fresh,85,Upright,80,no,no,no,yes,no,no,Agnieszka Holland
Get on the Bus,Feature Film,Drama,120,R,Sony Pictures Home Entertainment,1996-10-16T04:00:00Z,1996,10,16,2001-01-30T05:00:00Z,2001,1,30,6.8,4021,Certified Fresh,88,Upright,71,no,no,no,no,no,no,Spike Lee
Ghosts of Abu Ghraib,Documentary,Documentary,78,Unrated,HBO Video,2007-06-01T04:00:00Z,2007,6,1,2007-06-05T04:00:00Z,2007,6,5,8,764,Fresh,100,Upright,91,no,no,no,no,no,no,Rory Kennedy
Punchline,Feature Film,Drama,128,R,Sony Pictures Home Entertainment,1988-09-30T04:00:00Z,1988,9,30,2002-07-09T04:00:00Z,2002,7,9,5.8,6418,Rotten,50,Spilled,42,no,no,yes,yes,no,no,David Seltzer
Bridget Jones - The Edge of Reason,Feature Film,Drama,108,R,Miramax Films,2004-11-12T05:00:00Z,2004,11,12,2005-03-22T05:00:00Z,2005,3,22,5.9,70737,Rotten,27,Upright,61,no,no,yes,no,no,no,Beeban Kidron
Code Name: The Cleaner,Feature Film,Action & Adventure,84,PG-13,New Line Cinema,2007-01-05T05:00:00Z,2007,1,5,2007-04-24T04:00:00Z,2007,4,24,4.5,9656,Rotten,4,Spilled,37,no,no,no,no,no,no,Les Mayfield
Fast & Furious,Feature Film,Mystery & Suspense,107,PG-13,Universal Pictures,2009-04-03T04:00:00Z,2009,4,3,2009-07-27T04:00:00Z,2009,7,27,6.6,193702,Rotten,28,Upright,67,no,no,no,no,no,no,Justin Lin
House of 1000 Corpses,Feature Film,Horror,89,R,Lions Gate Films Inc.,2003-04-11T04:00:00Z,2003,4,11,2003-08-12T04:00:00Z,2003,8,12,6,59076,Rotten,19,Upright,65,no,no,no,no,no,no,Rob Zombie
What Women Want,Feature Film,Comedy,127,PG-13,Paramount Pictures,2001-05-01T04:00:00Z,2001,5,1,2001-05-08T04:00:00Z,2001,5,8,6.4,154148,Rotten,54,Spilled,54,no,no,no,yes,no,no,Nancy Meyers
River's Edge,Feature Film,Drama,99,R,Island,1987-05-08T04:00:00Z,1987,5,8,2001-01-23T05:00:00Z,2001,1,23,7.1,11377,Fresh,87,Upright,76,no,no,no,no,no,no,Tim Hunter
The Babysitter,Feature Film,Mystery & Suspense,90,R,Paramount,1995-10-17T04:00:00Z,1995,10,17,2002-03-26T05:00:00Z,2002,3,26,4.2,3302,Rotten,17,Spilled,15,no,no,no,no,no,no,Guy Ferland
Saint of 9/11,Documentary,Documentary,90,Unrated,IFC,2006-09-06T04:00:00Z,2006,9,6,2006-09-12T04:00:00Z,2006,9,12,7.8,180,Fresh,84,Upright,79,no,no,no,no,no,no,Glenn Holsten
Black Death,Feature Film,Drama,102,R,Magnet Releasing,2011-03-11T05:00:00Z,2011,3,11,2011-05-10T04:00:00Z,2011,5,10,6.4,34253,Fresh,68,Spilled,49,no,no,yes,no,no,no,Christopher Smith
Little Manhattan,Feature Film,Drama,84,PG,20th Century Fox,2005-09-30T04:00:00Z,2005,9,30,2006-04-04T04:00:00Z,2006,4,4,7.6,17960,Fresh,77,Upright,86,no,no,no,no,no,no,Mark Levin
In Search of Beethoven,Documentary,Musical & Performing Arts,139,Unrated,Seventh Art Productions,2009-04-17T04:00:00Z,2009,4,17,2010-04-27T04:00:00Z,2010,4,27,7.5,281,Fresh,92,Upright,77,no,no,no,no,no,no,Phil Grabsky
Taps,Feature Film,Drama,126,PG,20th Century Fox Film Corporation,1981-12-09T05:00:00Z,1981,12,9,2002-03-05T05:00:00Z,2002,3,5,6.7,12498,Fresh,75,Upright,67,no,no,yes,no,no,no,Harold Becker
"Planes, Trains and Automobiles",Feature Film,Comedy,93,R,Paramount Pictures,1987-11-25T05:00:00Z,1987,11,25,2000-11-21T05:00:00Z,2e3,11,21,7.6,86831,Certified Fresh,94,Upright,87,no,no,no,no,no,no,John Hughes
Mirrors,Feature Film,Mystery & Suspense,110,R,Buena Vista,2008-08-15T04:00:00Z,2008,8,15,2009-01-13T05:00:00Z,2009,1,13,6.2,83424,Rotten,14,Spilled,44,no,no,no,no,no,no,Alexandre Aja
A Shot at Glory,Feature Film,Drama,114,R,Fireworks Pictures,2001-06-08T04:00:00Z,2001,6,8,2002-11-19T05:00:00Z,2002,11,19,6.3,1803,Fresh,67,Upright,65,no,no,no,no,no,no,Michael Corrente
Flipped,Feature Film,Drama,90,PG,Warner Bros. Pictures,2010-08-06T04:00:00Z,2010,8,6,2010-11-23T05:00:00Z,2010,11,23,7.7,56919,Rotten,55,Upright,78,no,no,no,no,no,no,Rob Reiner
Sweet Sixteen,Feature Film,Drama,106,R,Lions Gate Films,2003-05-16T04:00:00Z,2003,5,16,2003-10-07T04:00:00Z,2003,10,7,7.5,10250,Certified Fresh,97,Upright,87,no,no,no,no,no,no,Ken Loach
Cold Creek Manor,Feature Film,Mystery & Suspense,118,R,Buena Vista Pictures,2003-09-19T04:00:00Z,2003,9,19,2004-03-02T05:00:00Z,2004,3,2,4.9,18005,Rotten,12,Spilled,22,no,no,no,no,no,no,Mike Figgis
Snake Eyes,Feature Film,Drama,98,R,Paramount Pictures,1998-08-07T04:00:00Z,1998,8,7,1999-02-16T05:00:00Z,1999,2,16,5.9,62773,Rotten,40,Spilled,35,no,no,yes,no,no,no,Brian DePalma
Croupier,Feature Film,Mystery & Suspense,94,R,The Shooting Gallery,2000-04-21T04:00:00Z,2e3,4,21,2001-03-26T05:00:00Z,2001,3,26,7.2,15444,Certified Fresh,98,Upright,80,no,no,no,no,no,no,Mike Hodges
What About Bob?,Feature Film,Drama,99,PG,Touchstone Home Entertainment,1991-01-01T05:00:00Z,1991,1,1,2000-07-11T04:00:00Z,2e3,7,11,7,48756,Fresh,83,Upright,79,no,no,yes,no,no,no,Frank Oz
The Ex,Feature Film,Comedy,89,PG-13,The Weinstein Co.,2007-05-11T04:00:00Z,2007,5,11,2007-08-21T04:00:00Z,2007,8,21,5.6,14986,Rotten,19,Spilled,32,no,no,no,no,no,no,Jesse Peretz
A Haunted House 2,Feature Film,Comedy,86,R,Open Road Films,2014-04-18T04:00:00Z,2014,4,18,2014-08-12T04:00:00Z,2014,8,12,4.7,13525,Rotten,8,Spilled,44,no,no,no,no,no,no,Michael Tiddes
Real Steel,Feature Film,Drama,127,PG-13,Walt Disney Pictures,2011-10-07T04:00:00Z,2011,10,7,2012-01-24T05:00:00Z,2012,1,24,7.1,246343,Fresh,60,Upright,73,no,no,no,no,no,no,Shawn Levy
Wanted,Feature Film,Action & Adventure,110,R,Universal Pictures,2008-06-12T04:00:00Z,2008,6,12,2008-12-02T05:00:00Z,2008,12,2,6.7,290958,Certified Fresh,72,Upright,69,no,no,no,no,no,no,Timur Bekmambetov
Thieves Like Us,Feature Film,Drama,123,R,United Artists,1974-02-11T04:00:00Z,1974,2,11,2007-04-17T04:00:00Z,2007,4,17,7.1,3146,Fresh,89,Upright,71,no,no,no,yes,no,no,Robert Altman
In Dreams,Feature Film,Mystery & Suspense,100,R,Dreamworks,1999-01-15T05:00:00Z,1999,1,15,1999-06-01T04:00:00Z,1999,6,1,5.5,10886,Rotten,25,Spilled,39,no,no,no,no,no,no,Neil Jordan
Mallrats,Feature Film,Comedy,94,R,MCA Universal Home Video,1995-10-20T04:00:00Z,1995,10,20,2000-07-18T04:00:00Z,2e3,7,18,7.2,96471,Rotten,55,Upright,82,no,no,no,no,no,no,Kevin Smith
